id,parent_id,incident_id,user_id,reporter_id,service_messageid,message_from,message_to,message,message_detail,message_type,message_date,message_level
13074,0,0,0,3711,1.10409E+17,johnjanesik,NULL,"“@DanFeliciano: 11-year-old opens lemonade stand, raises more than $1,200 for Vermont victims http://t.co/CfPOgTh #VTIRENE #VT @Vtgovernor”",NULL,1,9/4/2011 13:47,0
13129,0,0,0,1038,1.1041E+17,EfficiencyVT,NULL,Our $25 mail-in rebate on ENERGY STAR qualified dehumidifiers has been extended to the end of the year. http://j.mp/ppHqC2 #VT #VTIrene,NULL,1,9/4/2011 13:51,0
13128,0,0,0,75,1.1041E+17,FreeskierInVT,NULL,"RT @VTGovernor: Please, prepare again for possible floods, you cannot be overly cautious http://t.co/Shd2ovq #vtgov #vtrecovery #vtirene",NULL,1,9/4/2011 13:51,0
13132,0,772,0,2802,1.1041E+17,vtresponse,NULL,RT @vtdigger: Vermont Farm Fund establishes emergency loan program #vermont #news http://t.co/rF8PJ17 #VTResponse,NULL,1,9/4/2011 13:51,0
13127,0,0,0,3723,1.1041E+17,omgmom,NULL,RT @anne_barbano: A little happiness to share... http://t.co/GeKxOwt /via @wordpressdotcom #AG #VT #VTIrene,NULL,1,9/4/2011 13:52,0
13131,0,0,0,196,1.1041E+17,anne_barbano,NULL,Thanks @jaycatvt for retweeting http://t.co/dPwpzOD I think its my favorite on twitter today. #VOLUNTEERETIQUETTE #VT #IRENE #VTResponse,NULL,1,9/4/2011 13:54,0
13130,0,0,0,1061,1.10411E+17,NHkaren,NULL,A lovely yard now caked in silt from White River. You can imagine the inside of the home... #VTresponse #uppervalley  http://t.co/gLQCHqt,NULL,1,9/4/2011 13:54,0
13126,0,0,0,16,1.10411E+17,Seven_Days,NULL,Volunteering with #VTirene cleanup this weekend? Share your #VTresponse cleanup photos on our map: http://t.co/RAm537u #btv #vt,NULL,1,9/4/2011 13:55,0
13117,0,0,0,106,1.10411E+17,ValleyReporter,NULL,"FOR IMMEDIATE RELEASE September 4, 2011 #Moretown, #VT http://t.co/0YOB2cu  @VTResponse #vtresponse #vtirene #madriver #madrivervalley",NULL,1,9/4/2011 13:55,0
13116,0,0,0,105,1.10411E+17,jkvt,NULL,"FOR IMMEDIATE RELEASE September 4, 2011 #Moretown, #VT http://t.co/vO3AnJQ  @VTResponse #vtresponse #vtirene #madriver #madrivervalley",NULL,1,9/4/2011 13:55,0
13125,0,0,0,98,1.10411E+17,vprnet,NULL,RT @Seven_Days: Volunteering with #VTirene cleanup? Share your #VTresponse cleanup photos on our map: http://t.co/xEanSSb #btv #vt,NULL,1,9/4/2011 13:55,0
13124,0,0,0,1525,1.10411E+17,ChiaraPetCareVT,NULL,"RT @VTIreneFund: Raffles, silent auctions, yoga, cupcakes...there are a bunch of ways to help out @VTIreneFund this weekend! http://ow.ly/6kkpc #VTIrene #bvt",NULL,1,9/4/2011 13:55,0
13115,0,0,0,3721,1.10411E+17,rosegoggles,NULL,RT @JimCantore: What I fear more than #Lee is the upcoming #severe and HEAVY RAINFALL event for NY and NEW ENGLAND Sunday/Monday.  @VTResponse,NULL,1,9/4/2011 13:55,0
13123,0,0,0,3672,1.10411E+17,LSCAlexAvalosWx,NULL,"RT @VTGovernor: Please, prepare again for possible floods, you cannot be overly cautious http://t.co/Shd2ovq #vtgov #vtrecovery #vtirene",NULL,1,9/4/2011 13:56,0
13122,0,0,0,196,1.10412E+17,anne_barbano,NULL,&quot;@Seven_Days Volunteering with #VTirene cleanup this weekend? Share your #VTresponse cleanup photos on our map http://t.co/0qh91iH #btv #vt,NULL,1,9/4/2011 14:00,0
13121,0,771,0,724,1.10412E+17,vtcraghead,NULL,RT @Seven_Days: Volunteering with #VTirene cleanup this weekend? Share your #VTresponse cleanup photos on our map: http://t.co/RAm537u #btv #vt,NULL,1,9/4/2011 14:00,0
13120,0,0,0,1200,1.10412E+17,erinjayne,NULL,"RT @vtresponse: Be Safe! RT @VTGovernor: Please, prepare again for possible floods, you cannot be overly cautious 1.usa.gov/o6CgEI  #vtrecovery #vtirene",NULL,1,9/4/2011 14:02,0
13114,0,0,0,196,1.10413E+17,anne_barbano,NULL,RT@VTResponse Update: Moretown (Important Weather Info) http://t.co/ft1NRPP #VT #VERMONT #WDEV #HARWOODUNIONHIGHSCHOOL,NULL,1,9/4/2011 14:04,0
13119,0,0,0,241,1.10413E+17,Taconic_Musings,NULL,Impressive display of river wrack and high water marks on the Mill River after #VTIrene: http://t.co/mKojOGl,NULL,1,9/4/2011 14:04,0
13113,0,0,0,1817,1.10413E+17,CWS_global,NULL,Thank you for general awesomeness (and RTs) @vtresponse @MarlitaH @simonsiren @dinosatria @CWS_Ang @halehawk @thenakedalien @calledoutrev,NULL,1,9/4/2011 14:05,0
13118,0,0,0,3722,1.10413E+17,katiezez,NULL,RT @vprnet: Governor: Prepare Once Again For Possible Flooding http://t.co/8LMAKJ1 #VPR #VTIrene,NULL,1,9/4/2011 14:06,0
13167,0,0,0,3730,1.10414E+17,BethChenette,NULL,"RT @VTGovernor: Please, prepare again for possible floods, you cannot be overly cautious http://t.co/Shd2ovq #vtgov #vtrecovery #vtirene",NULL,1,9/4/2011 14:06,0
13173,0,0,0,3732,1.10414E+17,verplanckcolvin,NULL,RT @jaycatvt: RT @anne_barbano Volunteer Etiquette Please read http://t.co/rEYRqsO (And thank you for all.) #VTresponse #IRENE #btv #vt,NULL,1,9/4/2011 14:07,0
13136,0,0,0,407,1.10414E+17,Org9,NULL,@VTResponse @RutlandHerald fyi - video would not load for me... not sure if that's just me?,NULL,1,9/4/2011 14:10,0
13166,0,780,0,2802,1.10415E+17,vtresponse,NULL,RT @Seven_Days: Volunteering with #VTirene cleanup this weekend? Share your #VTresponse cleanup photos on our map: http://t.co/RAm537u #btv #vt,NULL,1,9/4/2011 14:13,0
13172,0,0,0,3731,1.10416E+17,RomanoMarko,NULL,Volunteer Etiquette | #VTResponse http://t.co/9J35fWo,NULL,1,9/4/2011 14:18,0
13165,0,0,0,1133,1.10417E+17,VermontFoodbank,NULL,Text FOODNOW to 52000 &amp; VT Foodbank will turn $10 donation into $60 worth of food for families in need. #vtirene http://t.co/hOTtA6M,NULL,1,9/4/2011 14:19,0
13135,0,0,0,3724,1.10417E+17,Louveniajbjjx,NULL,@VTResponse YOUR ONLY 17!!!!!!!!!!!  http://t.co/M4GRCHi,NULL,1,9/4/2011 14:20,0
13164,0,0,0,1133,1.10417E+17,VermontFoodbank,NULL,RT Please: http://t.co/HiDqiYB #vtrecover #vtirene #vermont #irene,NULL,1,9/4/2011 14:20,0
13163,0,0,0,2183,1.10417E+17,BARudolph,NULL,RT @VTGovernor Please prepare again for possible floods: cannot be overly cautious http://t.co/U0PDh81 #vtgov #vtrecovery #vtirene,NULL,1,9/4/2011 14:21,0
13162,0,0,0,227,1.10417E+17,FemaleSkiBum,NULL,Now updated with Pictures!  A Dog's view of Killington Damage #vtirene #killington #vt #dogs,NULL,1,9/4/2011 14:21,0
13161,0,0,0,227,1.10418E+17,FemaleSkiBum,NULL,now updated with photos: Killington Day 5 Dog's View of Irene\n  #VTIrene #Killington http://t.co/XOjW9N8,NULL,1,9/4/2011 14:23,0
13160,0,0,0,187,1.10418E+17,Kate_Chase,NULL,RT @VermontFoodbank: RT Please: http://t.co/HiDqiYB #vtrecover #vtirene #vermont #irene,NULL,1,9/4/2011 14:26,0
13159,0,0,0,1941,1.10419E+17,mrsrocketgirl,NULL,RT @VermontFoodbank: Text FOODNOW to 52000 &amp; VT Foodbank will turn $10 donation into $60 worth of food for families in need. #vtirene http://t.co/hOTtA6M,NULL,1,9/4/2011 14:26,0
13158,0,0,0,734,1.10419E+17,lrgatlin,NULL,RT @VermontFoodbank: Text FOODNOW to 52000 &amp; VT Foodbank will turn $10 donation into $60 worth of food for families in need. #vtirene http://t.co/hOTtA6M,NULL,1,9/4/2011 14:27,0
13134,0,0,0,2637,1.10419E+17,VtCaptainsgirl,NULL,@VTResponse oh no...no burgers?,NULL,1,9/4/2011 14:27,0
13157,0,0,0,1391,1.10419E+17,jessiemarie1982,NULL,RT @vtresponse: Can't say it enough. Be prepared for Flash Floods in #vt today/tonight: http://t.co/XlY91HN #vtresponse #vtirene,NULL,1,9/4/2011 14:28,0
13156,0,0,0,3729,1.10419E+17,LezlieHarrison,NULL,RT @PatrickRomSim: #Vermont residents work together to rebuild -   http://t.co/P143AO8 #VTRecovery #VTIrene #VTRelief #VT #ILoveVermont,NULL,1,9/4/2011 14:30,0
13171,0,783,0,190,1.10421E+17,swatermavt,NULL,"You know you've made it when you get amazing, amazing spam.  #vtresponse",NULL,1,9/4/2011 14:35,0
13170,0,782,0,2802,1.10421E+17,vtresponse,NULL,"The weekly wrap-up for September 4, 2011 from @vtdigger http://t.co/WhJu6dk #VTResponse",NULL,1,9/4/2011 14:36,0
13155,0,0,0,962,1.10421E+17,nrubiocommunity,NULL,RT @VermontFoodbank: Text FOODNOW to 52000 &amp; VT Foodbank will turn $10 donation into $60 worth of food for families in need. #vtirene http://t.co/hOTtA6M,NULL,1,9/4/2011 14:36,0
13169,0,0,0,2163,1.10421E+17,uppervalleymom,NULL,"RT @swatermavt: You know you've made it when you get amazing, amazing spam.  #vtresponse",NULL,1,9/4/2011 14:37,0
13154,0,0,0,1061,1.10422E+17,NHkaren,NULL,"Work is hard, but spirits are high among 15+ volunteers gutting a home flooded by the White River! #VTresponse #vtirene #uppervalley",NULL,1,9/4/2011 14:39,0
13153,0,0,0,2434,1.10422E+17,uvfood,NULL,RT @ValleyNewser: A list of flood-related resources in the Valley News. http://t.co/u5rc4KC #vtirene,NULL,1,9/4/2011 14:41,0
13152,0,0,0,594,1.10423E+17,TurtleTears,NULL,RT @VermontFoodbank: RT Please: http://t.co/HiDqiYB #vtrecover #vtirene #vermont #irene,NULL,1,9/4/2011 14:43,0
13151,0,779,0,121,1.10423E+17,ShayTotten,NULL,@VTGovernor offers hugs &amp; help to flood victims at Duxbury trailer park: http://t.co/VJJ09dB #VT #VTresponse #VTIrene #FB,NULL,1,9/4/2011 14:44,0
13150,0,0,0,227,1.10424E+17,FemaleSkiBum,NULL,A New Normal: Off to the Killington Town Meeting with FEMA #vtirene #VTRecovery #killington,NULL,1,9/4/2011 14:47,0
13149,0,778,0,2802,1.10424E+17,vtresponse,NULL,RT @ShayTotten: @VTGovernor offers hugs &amp; help to flood victims at Duxbury trailer park: http://t.co/VJJ09dB #VT #VTresponse #VTIrene #FB,NULL,1,9/4/2011 14:48,0
13148,0,0,0,942,1.10424E+17,Mattison,NULL,RT @ShayTotten @VTGovernor offers hugs &amp; help to flood victims at Duxbury trailer park: j.mp/pbIcoN #VT #VTresponse #VTIrene #btv #p2 #p21,NULL,1,9/4/2011 14:49,0
13147,0,0,0,3,1.10426E+17,VTGovernor,NULL,Royalton Strong. Vermont Strong. #VTIrene #VTRecovery  http://t.co/rcm0Rft,NULL,1,9/4/2011 14:54,0
13133,0,0,0,1061,1.10426E+17,NHkaren,NULL,@VTResponse! “@NHRepSerlin: @deanbarker @NHkaren u know if anyone's coordinating volunteers for specific towns / efforts / types of needs?”,NULL,1,9/4/2011 14:54,0
13146,0,0,0,3728,1.10426E+17,promoteVT,NULL,Proceeds of sales of these products go to The Vermont Disaster Relief Fund. Please retweet. www.zazzle.com/promotevt   #vtirene,NULL,1,9/4/2011 14:55,0
13144,0,0,0,906,1.10426E+17,FairPointBiz,NULL,#FairPoint reconnects #Marlboro #VT &amp; reroutes lines to restore parts of #EastDover #VTIrene #VTResponse http://ar.gy/Zjb,NULL,1,9/4/2011 14:57,0
13145,0,0,0,907,1.10426E+17,MyFairPoint,NULL,#FairPoint reconnects #Marlboro #VT &amp; reroutes lines to restore parts of #EastDover #VTIrene #VTResponse http://ar.gy/Zja,NULL,1,9/4/2011 14:57,0
13143,0,0,0,2637,1.10427E+17,VtCaptainsgirl,NULL,RT @promoteVT: Proceeds of sales of these products go to The Vermont Disaster Relief Fund. Please retweet. www.zazzle.com/promotevt   #vtirene,NULL,1,9/4/2011 14:58,0
13168,0,781,0,2802,1.10427E+17,vtresponse,NULL,@NHkaren @NHRepSerlin @deanbarker Hi neighbors! Please chk our site for the information you're looking for http://t.co/0IN5KlE #VTResponse,NULL,1,9/4/2011 15:02,0
13142,0,0,0,3727,1.10428E+17,jamieewing,NULL,RT @VTGovernor: Royalton Strong. Vermont Strong. #VTIrene #VTRecovery  http://t.co/rcm0Rft,NULL,1,9/4/2011 15:03,0
13141,0,777,0,2802,1.10428E+17,vtresponse,NULL,RT @MyFairPoint: #FairPoint reconnects #Marlboro #VT &amp; reroutes lines to restore parts of #EastDover #VTIrene #VTResponse,NULL,1,9/4/2011 15:04,0
13140,0,0,0,16,1.10428E+17,Seven_Days,NULL,RT @ShayTotten: On a Tour of #VTIrene #VT Damaged Trailer Park @VTGovernor Consoles Flood Victims; http://t.co/bD5yPPW via @seven_days,NULL,1,9/4/2011 15:05,0
13139,0,776,0,2802,1.10428E+17,vtresponse,NULL,RT @VTGovernor: Royalton Strong. Vermont Strong. #VTIrene #VTRecovery  http://t.co/rcm0Rft,NULL,1,9/4/2011 15:05,0
13138,0,0,0,3726,1.10428E+17,IreneFloodDrive,NULL,RT @Seven_Days: Volunteering with #VTirene cleanup this weekend? Share your #VTresponse cleanup photos on our map: http://t.co/RAm537u #btv #vt,NULL,1,9/4/2011 15:05,0
13137,0,0,0,3725,1.10429E+17,npaplan,NULL,vemvt: RT @VTGovernor: Asking #PresidentObama for major disaster assistance http://t.co/pb3hvjr #vtgov #vtirene #vt http://t.co/vrjkRSS,NULL,1,9/4/2011 15:08,0
13191,0,0,0,3726,1.10429E+17,IreneFloodDrive,NULL,RT @vtresponse: RT @vtdigger: Vermont Farm Fund establishes emergency loan program #vermont #news http://t.co/rF8PJ17 #VTResponse,NULL,1,9/4/2011 15:09,0
13187,0,0,0,2255,1.1043E+17,TSILeditor,NULL,"Muddy, dirty, hot and sweaty. Feels good! Gotta love the folks of the #MRV. #vtirene #vtresponse",NULL,1,9/4/2011 15:11,0
13190,0,787,0,2802,1.1043E+17,vtresponse,NULL,Important #FEMA #VTResponse info RT @SherylcatmomVT: #VT storm losses?  Take these steps. http://t.co/1XDf5R9 @Seven_Days #VTrecovery,NULL,1,9/4/2011 15:11,0
13179,0,0,0,3733,1.1043E+17,jazzyJeffof1988,NULL,@ClaireBudzinski @hamiltonian06 - saw this &amp; thoght of u guys RT @VTResponse: 200 tarps for Waterbury needed. Please bring to Waterbury FD.,NULL,1,9/4/2011 15:13,0
13186,0,0,0,3090,1.10431E+17,csparker,NULL,RT @VTGovernor: Statewide power outages are now down to about 100. That's #Vermont Strong #VTIrene #VTRecovery,NULL,1,9/4/2011 15:15,0
13178,0,0,0,942,1.10431E+17,Mattison,NULL,RT @SherylcatmomVT #VT storm losses? Take these steps. http://t.co/W7w9hKU @Seven_Days #FEMA #VTrecovery #FF @VTResponse #p2 #p21 #vt #btv,NULL,1,9/4/2011 15:15,0
13185,0,0,0,2637,1.10431E+17,VtCaptainsgirl,NULL,RT@PromoteVT -Proceeds of sales of these products go to The Vermont Disaster Relief Fund. Please retweet. www.zazzle.com/promotevt #vtirene,NULL,1,9/4/2011 15:17,0
13184,0,0,0,186,1.10432E+17,craftyinvt,NULL,"RT @VTGovernor: Please, prepare again for possible floods, you cannot be overly cautious http://t.co/Shd2ovq #vtgov #vtrecovery #vtirene",NULL,1,9/4/2011 15:20,0
13176,0,0,0,105,1.10435E+17,jkvt,NULL,#Waterbury Police Phone Contact: 802-244-7339 has been reestablished.Call to report a crime or speak to duty officer. @VTResponse #vtirene,NULL,1,9/4/2011 15:30,0
13177,0,0,0,106,1.10435E+17,ValleyReporter,NULL,#Waterbury Police Phone Contact: 802-244-7339 has been reestablished.Call to report a crime or speak to duty officer. @VTResponse #vtirene,NULL,1,9/4/2011 15:30,0
13183,0,0,0,2327,1.10435E+17,Mayzee590,NULL,The 5 Dumbest Right-Wing Reactions to Hurricane #Irene | | AlterNet http://t.co/GZjMFUM #VT #MA #NY #NH #wiunion #VTirene #p2 #1u #awakefl,NULL,1,9/4/2011 15:32,0
13175,0,785,0,2802,1.10435E+17,vtresponse,NULL,RT @ValleyReporter: #Waterbury Police Phone Contact: 802-244-7339 has been reestablished.Call to report a crime or speak to duty officer. @VTResponse #vtirene,NULL,1,9/4/2011 15:32,0
13182,0,0,0,2408,1.10435E+17,kjerstan,NULL,"RT @DanFeliciano: 11-year-old opens lemonade stand, raises more than $1,200 for Vermont victims http://t.co/4szznUU #VTIRENE #VT @Vtgovernor",NULL,1,9/4/2011 15:34,0
13189,0,786,0,2802,1.10436E+17,vtresponse,NULL,A little Neil Young &amp; Crazy Horse for a Sunday http://t.co/M3qbA8X I'm thankful for my country home / It gives me peace of mind #VTResponse,NULL,1,9/4/2011 15:35,0
13181,0,0,0,854,1.10437E+17,JackNECN,NULL,"RT @VTGovernor: Please, prepare again for possible floods, you cannot be overly cautious http://t.co/Shd2ovq #vtgov #vtrecovery #vtirene",NULL,1,9/4/2011 15:38,0
13180,0,0,0,3734,1.10437E+17,NewmanSoccer9,NULL,"RT @VTGovernor: Please, prepare again for possible floods, you cannot be overly cautious http://t.co/Shd2ovq #vtgov #vtrecovery #vtirene",NULL,1,9/4/2011 15:38,0
13188,0,0,0,3546,1.10437E+17,ChrisGoeppner,NULL,Help me spread the word! VT is a disaster. #vtresponse #vtrecovery http://t.co/ZYzQTwc,NULL,1,9/4/2011 15:38,0
13174,0,0,0,2156,1.10438E+17,megdenn,NULL,"want to help VT? “@VTResponse: Big needs right now include gloves, masks, tarps and cleaning supplies. Hold on clothes and toys.”",NULL,1,9/4/2011 15:43,0
13198,0,0,0,3726,1.10439E+17,IreneFloodDrive,NULL,RT @ValleyReporter: #Waterbury Police Phone Contact: 802-244-7339 has been reestablished.Call to report a crime or speak to duty officer. @VTResponse #vtirene,NULL,1,9/4/2011 15:48,0
13209,0,0,0,3735,1.10439E+17,foreverinmotion,NULL,"Vermont needs help. Send love, money, help, anything. http://t.co/SO0nns4 #vtresponse",NULL,1,9/4/2011 15:49,0
13205,0,0,0,1159,1.1044E+17,yogawithstyle,NULL,Check out what's happening @clothespinz this weekend - HUGE sale to help #VTResponse #VTIrene - going on all day again till 5pm,NULL,1,9/4/2011 15:51,0
13197,0,0,0,95,1.1044E+17,KerrinJeromin,NULL,RT @VTResponse  Dog Found: Proctor http://t.co/9957xLO,NULL,1,9/4/2011 15:52,0
13204,0,0,0,1636,1.1044E+17,KelseySMcKay,NULL,RT @VTGovernor Statewide power outages are now down to about 100. That's #Vermont Strong #VTIrene #VTRecovery,NULL,1,9/4/2011 15:53,0
13203,0,0,0,3328,1.1044E+17,NYjavajunkie,NULL,RT @VermontFoodbank: Text FOODNOW to 52000 &amp; VT Foodbank will turn $10 donation into $60 worth of food for families in need. #vtirene http://t.co/hOTtA6M,NULL,1,9/4/2011 15:54,0
13208,0,0,0,1038,1.10441E+17,EfficiencyVT,NULL,"#VT As u repair/rebuild your home, call us for free advice on replacing damaged insulation &amp; addressing health &amp; safety issues. #VTResponse",NULL,1,9/4/2011 15:54,0
13202,0,0,0,3327,1.10441E+17,TTPvideo,NULL,RT @VermontFoodbank: Text FOODNOW to 52000 &amp; VT Foodbank will turn $10 donation into $60 worth of food for families in need. #vtirene http://t.co/hOTtA6M,NULL,1,9/4/2011 15:56,0
13196,0,789,0,724,1.10441E+17,vtcraghead,NULL,"RT @vtresponse: Aw! RT @kerry_clifford: @VTResponse Delivering lemonade to the homeowners and volunteers in Richmond on Saturday.  http://t.co/6qiRJGt",NULL,1,9/4/2011 15:57,0
13207,0,0,0,2481,1.10442E+17,heldaction,NULL,Only a few days till bidding to support #VT flood relief ends -- and new items are up! http://t.co/ZdErpyV #vtresponse #boardgames,NULL,1,9/4/2011 16:01,0
13195,0,788,0,2802,1.10443E+17,vtresponse,NULL,RT @jkvt: #Waterbury Police Phone Contact: 802-244-7339 reestablished.Call to report crime or speak to duty officer. @VTResponse #Vtrecovery,NULL,1,9/4/2011 16:04,0
13206,0,0,0,2762,1.10443E+17,TheRealPhil_B,NULL,"RT @EfficiencyVT: #VT As u repair/rebuild your home, call us for free advice on replacing damaged insulation &amp; addressing health &amp; safety issues. #VTResponse",NULL,1,9/4/2011 16:05,0
13201,0,0,0,403,1.10444E+17,VermontAttorney,NULL,"WOW.  crazy storm passing over Lamoille County #VT right now.  More rain, wind, thunder than seen in long time. dontneedmoreH20 #VTIrene",NULL,1,9/4/2011 16:06,0
13194,0,0,0,3552,1.10444E+17,vampdogdiaries,NULL,RT @VTResponse: Dog Found: Proctor http://t.co/zlUgq5w (cc: @fearfuldogs pls RT?),NULL,1,9/4/2011 16:06,0
13193,0,0,0,958,1.10445E+17,megan_rogers22,NULL,"Anyone wanting to help aid students in Rutland county, I now have an organizer there. @vtresponse @restoringrut",NULL,1,9/4/2011 16:10,0
13192,0,0,0,958,1.10445E+17,megan_rogers22,NULL,Still needing contacts and organizers ri help w/ aiding schools/students everywhere else tho. @vtresponse,NULL,1,9/4/2011 16:11,0
13200,0,0,0,1061,1.10445E+17,NHkaren,NULL,"and yes, I do believe I'll sing a few at the 9/18 #nhirene #vtirene benefit! “@salthillpub: @NHkaren Will ye sing, ye?”",NULL,1,9/4/2011 16:13,0
